cz2000_res,workplaceemp,resemp,workplacewage,resWage,emplAround,workplaceWageAround,resAround,resWageAround,landArea,lambda_nn_n,pd_commuting,pd_migration,pd_goods,pd_commuting_goods,pd_migration_goods,productivity,deficit
129,1364521,1355424,48923.66,48867.86,158749.,36852.66310754713,162004.38,37139.461961169196,17310.82,0.9825353542507732,0.03986464596094684,0.9515341063404551,0.6445548958714871,0.02569495272631179,0.6133159668304405,1.2028995099032163,6391.101999999999
130,14975,15721.04,29220.3,29769.87,28216.,32021.69,28460.16,32134.179999999997,8213.493,0.9182617689414949,0.11464756251147916,0.8851320405639229,1.0000178296843478,0.11464960664132999,0.8851478221888123,0.7591108044388667,22.067499999999995
131,21694,21885.81,34075.32,34175.46,102711.,37343.0980026482,103410.66,37309.257232898715,14566.79,0.9800235860587293,0.031020314625256198,0.9688188532168583,0.9951305146304459,0.030869261657029547,0.9641012039853707,1.1315156256659002,88.93372999999997
132,23584,23750.75,36821.19,36820.78,92435.,37561.93,92230.9,37562.8,8605.681,0.9679521699314758,0.05631291583854637,0.9434281089563885,0.996372843504353,0.05610866008007376,0.9400061475628113,1.1039224026000976,-23.061829999999986
133,208279,217996.7,37931.13,38821.85,1.449174e6,48184.30288781057,1.42139617e6,48088.46697390524,9553.166,0.9042691930657666,0.1427901346232854,0.854758243814644,0.9863244353243755,0.14083739890220354,0.8430689421693337,0.9342853006535005,1115.7150000000001
134,6383366,5951442,77621.71,74502.37,5.052732e6,59682.545034393275,5.4085534e6,64312.07068453239,3883.455,0.9639625153030139,0.12254313793232005,0.8344464726144751,0.6872302715895722,0.08421535396266672,0.5734568760018063,1.9059076049272639,-129525.90000000002
135,32920,32597.7,36299.12,36336.98,59541.,36588.75760333215,60902.265999999996,36744.89329062436,10185.79,0.9653929571718249,0.07589873899140442,0.9226840720752294,0.9988725407055751,0.07581316625269344,0.9216437833423503,1.0436603869399095,-116.6081999999999
136,169501,168056.6,40109.86,39824.45,1.829306e6,47031.28406644924,1.8125033699999999e6,47029.74689677978,7257.274,0.9255030745594043,0.14871484805292043,0.848391899943007,0.996534721078104,0.1481995096245897,0.8454519853746273,0.9590169166028817,274.09379999999965
137,62224,59931.43,32213.15,32313.43,515193.,38871.03438872423,508694.47000000003,38818.1878046732,8241.941,0.9384660102387011,0.14933243155018563,0.8479566572746007,0.9987091030024258,0.14913965876265703,0.8468620325716518,0.7486316775912215,447.55950000000007
138,1242586,1198904,51147.27,50678.99,996513.,39914.567566835554,1.03522179e6,40789.10379206875,12035.86,0.964314073520482,0.08948545638827678,0.890782789704182,0.9260025446818714,0.08286376032756292,0.8248671300248889,1.2358929772906735,6410.879999999997
139,1111675,1086464,44681.18,44518.88,0.,0.,0.,0.,31636.46,0.9847413259896324,0.048055070287902214,0.9417744427580771,0.7596392881099348,0.036504519383574914,0.7154088672568761,1.1654089350174914,4185.487999999998
140,90419,94993.19,33360.66,33599,756135.,39202.34482565944,767446.55,39597.85061067184,4905.793,0.8869167358207468,0.17278640927868683,0.8259470295338237,0.9972244867266963,0.17230683830628735,0.8236546025903068,0.7603282670434425,850.8651
141,2908894,2796939,54118.87,53877.65,1.022004e6,37119.536223674266,1.1139563699999999e6,39343.25571854264,12506.29,0.9720129756136977,0.07811171780464025,0.8933282226618282,0.8124670699456846,0.06346319849316023,0.7257997635658417,1.2490413751809848,-3459.831999999995
142,117814,117103.3,39243.9,39349.74,818054.,40880.029177413715,822947.49,40911.85801260188,4639.948,0.9548723221292654,0.09324954715428085,0.9056591277036186,0.9943853345221497,0.09272598214104855,0.9005741546646011,0.9611703745495274,-367.1171000000004
143,393640,392480.7,40990.8,40909.2,35121.,35302.64,35121.18,35361.31,9417.035,0.9817145148793304,0.03870701771884443,0.9587824231226055,0.975943454343256,0.03777586057985465,0.9357174299858729,1.0675274183551968,907.9206000000013
144,173711,168504.3,45141.23,45254.03,359981.,37012.0454874285,377574.74,37441.28465301916,8375.361,0.9345037485690276,0.1501801541937415,0.8462459632195174,0.9902490807869953,0.14871575964280173,0.8379942871978325,1.1969542265612305,111.81970000000001
145,79272,88874.73,39746.08,40461,963829.,45229.101341078145,972109.9099999999,45140.39813998275,5605.552,0.8241455135784943,0.23826982873834376,0.7610863264835784,0.9984935174719567,0.23791087940438957,0.7599397632303982,0.9250548866179291,269.1597999999999
146,128922,125326.3,40648.03,40699.58,1.521324e6,45645.569318698705,1.52844702e6,45615.223814245255,3662.028,0.8842708992446118,0.23555437603488244,0.7595101945904144,0.9946047061088404,0.23428349094882553,0.7554124138772673,0.9973122968010637,-104.59230000000025
147,78730,86295.29,32739.31,34333.34,1.301616e6,44617.03343849491,1.29661422e6,44666.58536611314,3968.561,0.862977457981774,0.18343452730768317,0.8158782637518569,0.9987750147137949,0.1832098227107493,0.8148788248834263,0.791534573766585,-60.753420000000006
148,381036,404313,37617.56,38336.77,3.849233e6,45773.205675538484,3.8164729400000004e6,45726.77881147457,9016.342,0.8561122199879795,0.22097397779054137,0.775776962529887,0.9908734498504062,0.21895724770048075,0.7686967951764584,0.8337287844319545,3251.3680000000004
149,100487,100926.1,37320.85,37112.25,35820.,29068.981616694582,36258.29,29855.921433148113,12818.15,0.9631076599611,0.06795759309896417,0.9310890858760992,0.9964486045024402,0.0677162488088075,0.9277824202886917,0.9175955747573773,1049.4359999999997
150,31454,36316.34,25889.68,27429.41,1.419475e6,38097.07229304496,1.40927125e6,38066.56226825744,3004.81,0.793146005351861,0.2733576803333997,0.7261673014423596,0.9998056369444714,0.2733045496993979,0.7260261613468264,0.5344472457837183,132.34789999999998
151,1230227,1346341,55196.36,60850.64,1.1861602e7,70901.85163805867,1.1555316e7,70308.5150326153,11743.11,0.7920407979850573,0.3116374715311981,0.6806087149449599,0.9699940311960122,0.30228648728227936,0.6601863910765993,1.3597032154069975,-23127.550000000003
152,84657,82374.09,35117.97,35201.36,1.032229e6,39343.42150269949,1.11415577e6,41330.49048792926,6368.201,0.9364018467457426,0.14588628963634623,0.8527738774069356,0.9989558885402239,0.1457339680895127,0.8518834864289373,0.8064991458917045,196.81629999999996
153,381411,380434.3,44309.65,44380.98,2.012374e6,53327.59587382861,1.9884663e6,53256.22656412181,13627.18,0.977086976647479,0.047279446770591656,0.9501871543479101,0.8834483196198393,0.041768947802034835,0.8394412448330181,1.1622077633972585,996.2347000000009
154,178972,175950.4,41602.97,41691.68,678746.,42155.17367371594,680814.7,42178.80771370095,16179.59,0.9710838963707955,0.07243361653510767,0.9261329783464073,0.9826878128154938,0.07117963220720114,0.91009959086753,1.1440396493151088,1165.4570000000003
155,58091,59666.76,36369.59,37086.63,180189.,36656.79523744513,178421.557,36619.85796074731,9643.231,0.9212487824041393,0.12744622917401957,0.8714152291534644,0.9975342112820205,0.12713197369997323,0.8692665033127422,0.9451487694207105,291.7271999999998
156,40747,38180.43,34004.59,33848.07,347006.,35351.61973066748,346300.62,35315.367852474534,5309.135,0.9316856829532827,0.18349235247745074,0.8131644537166561,0.9992966128522622,0.18336328631500995,0.8125924842909147,0.818631469471294,98.55296999999996
157,99464,97240.68,36646.16,36530.73,1.44621e6,45833.27035634521,1.4236499100000001e6,45594.979279770545,4789.18,0.9242009619842231,0.16125201270754522,0.8345548994823007,0.9969032750193568,0.16075265957161478,0.8319705124773557,0.8415191454704707,690.0434999999998
158,2450458,2454484,48711,48697.78,0.,0.,0.,0.,50048.12,0.9980932855948541,0.002172761242956383,0.9842039719317733,0.621984503672685,0.001351423823299472,0.6121596189946692,1.2429817834899402,-3377.3959999999934
159,110637,112188.3,35088.3,35362.27,394069.,43845.68929327097,393110.93,43922.32383676079,17371.52,0.9534265159557636,0.07777503710760741,0.9211731978578206,0.9934789066596645,0.07726785883108066,0.9151661414519744,0.9688914257236326,234.08460000000014
160,129888,130960.5,35129.44,35317.42,141943.,31098.240780242773,140258.96000000002,32554.864644397756,7478.886,0.954381664700425,0.08135151832442565,0.9176702804253646,0.9935354131908855,0.08082561437216412,0.9117379212354103,0.787716867814923,1295.88
161,342119,335901,42860.29,42886.28,603910.,40078.44300205329,611260.5700000001,40250.3109298231,13459.57,0.9718461689604971,0.07173881067848333,0.9255036982648903,0.9862491808076228,0.07075234326376732,0.9127772642481734,1.0724640120622246,1203.8719999999994
162,330973,323154.3,42959.96,42293.1,558500.,37630.41703083259,573872.79,37731.97357079293,10677.86,0.9373621208196827,0.14028437898080082,0.856206674239774,0.987613533236119,0.13854675118306345,0.84560129872629,1.0821288482047287,-280.2510000000002
163,179227,178401.7,39257.05,39279.4,694072.,38100.95966746966,694393.41,38130.58738994974,10004.75,0.9282030384239611,0.14018612394133168,0.8566727527268335,0.992921523231828,0.1391938197197929,0.8506088145487307,0.9443779664402003,1963.356999999999
164,757908,764873.1,44152.36,44184.46,651323.,46264.29,644808.4,46301.82,12919.88,0.9741704865813688,0.04200405535919431,0.9535859635562848,0.9390440939647993,0.039443660107621896,0.8954592671652615,1.067546546967815,26516.04
165,59415,58771.08,36787.93,36877.96,341267.,40620.139371401274,333760.83,40578.86324612418,3331.798,0.9199847952428303,0.1623380169951879,0.8368986595949859,0.997275851114398,0.16189578406709962,0.8346188230440884,0.8896844777798418,500.89130000000023
166,117651,111358.1,35715.77,35529.57,451547.,33082.79796911506,483571.09,34084.42083394626,8634.693,0.9206856079620611,0.1879528807247083,0.8017522363621794,0.9971428439967402,0.18741587002321575,0.7994615051469303,0.8575357397430896,301.7220000000002
167,324861,325908.9,36933.96,36905.95,980333.,34405.8026366653,1.00562655e6,34694.34453302043,10196.22,0.9624355149552527,0.0696050948636339,0.927525773212438,0.9928718341153062,0.06910893820102608,0.9209142156386508,0.8711833641312037,-205.4271000000008
168,322170,326272.3,42970.57,42923.87,715648.,42665.21874133652,717336.8,42828.02745495281,12937.13,0.9669429491869215,0.052843663194579664,0.945129701183952,0.971186995285652,0.05132107847783082,0.9178976746480685,1.1177097408734582,30.3101800000004
169,155667,161565.5,40509.72,40435.04,1.281401e6,41690.12025427637,1.29960385e6,42058.39761800798,5303.784,0.8952443436253408,0.16659452474644168,0.831026953304139,0.99540023773564,0.165828229538064,0.8272044268836646,0.9577950603970922,1512.2750000000005
170,1651789,1567109,48671.93,48514.56,978116.,38886.32328445706,1.0692036e6,40011.136574437274,8050.371,0.9719808896509432,0.09095926875255887,0.8878435594318951,0.9213419228558996,0.08380458757404913,0.8180074922422084,1.1580666482570505,-11674.46
171,2478451,2442909,57417.98,57396.95,190727.,41307.673832703294,202480.26,42901.93087943288,37060.48,0.9929612605299666,0.02547804233933259,0.9583438492850244,0.6008685212077551,0.015308953623703348,0.5758386515284404,1.645075983242655,-1343.3129999999946
172,55393,57689.33,34099,34574.5,1.261335e6,40561.05438871513,1.26999092e6,40578.94552962159,7300.037,0.8711425492374412,0.20919337907114796,0.790069816551086,0.9992943723137071,0.2090457664310862,0.7895123214144232,0.8155188569996716,84.74659999999994
173,25509,26126.21,35269.75,35388.39,1.37559e6,44673.84827974905,1.3790608e6,44877.194019013514,1712.262,0.9341083149833062,0.10622877445557445,0.893534858307768,0.9998217472077667,0.10620983887991223,0.8933755832243169,0.8315422614344069,150.42420000000004
174,47244,47776.1,38712.7,38933.36,44562.,32608.728032404288,44485.867999999995,32913.234399468165,21151.59,0.9418636096290824,0.1023219559453951,0.8968481445109021,0.9973265277118004,0.10204840103170071,0.894450445849829,1.1510163013058956,-48.4387999999999
175,151264,146119.3,43723.87,43503.8,0.,0.,0.,0.,26113.63,0.9689370261149622,0.09162247118760562,0.9061204317323848,0.9873513223461909,0.09046356808370819,0.8946592064758715,1.346054447002905,254.10310000000027
176,96770,104227.6,37058.84,37982.14,1.342977e6,42349.33675402483,1.3344899400000002e6,42289.938164318344,5838.068,0.8509683615472292,0.218957693743076,0.7794604878742682,0.9972567781353295,0.21835704421016217,0.7773222548212848,0.8519073679636697,1237.1110000000003
177,78949,82351.75,34715,35965.57,1.975379e6,45270.65955749251,1.9377009e6,45155.82462220149,4108.646,0.8495254806364164,0.24655349120578343,0.7524099387331419,0.9983880691397763,0.24615606402461293,0.7511971059333589,0.7831934116971337,-179.6821
178,119821,131960.5,36575.45,40116.15,4.341153e6,63874.31192313195,4.1736285700000003e6,63694.49811174711,5079.992,0.7820514472133706,0.3235070149458327,0.6729944556408518,0.9973171478699542,0.32263909346170055,0.6711889110320267,0.865181212139929,-328.27859999999964
179,174324,172979.7,39447.25,39365.95,0.,0.,0.,0.,31013.78,0.9886443322540158,0.02956189116682681,0.9689292702223633,0.9919449683417206,0.02932376919759941,0.9611245142760887,1.1435175668529345,449.85270000000037
180,291143,299752.5,39115.98,39863.25,150764.,34594.92443985301,170583.01,37982.689410908504,6953.354,0.9353933661937766,0.09819613827972767,0.899275364939144,0.9930059013461071,0.09750934480116795,0.8929857443197441,1.0060923929400556,-1034.4130000000005
181,68235,87414.23,35924.01,40610.69,3.764221e6,47465.15844797902,3.69462088e6,47428.39573360583,4701.423,0.673869460384196,0.41729867533252213,0.5814091712267135,0.9987972106234426,0.4167967529189807,0.580709858452129,0.7751575157372329,658.3254999999999
182,211917,212585.2,41059.83,40805.32,295590.,37207.2861950675,309405.9,37384.46329953954,7213.63,0.9648992498066655,0.06558903773772254,0.9328255595756516,0.9913641478956517,0.06502262050815305,0.9247698160040004,1.0780111909005172,-177.8760000000002
183,137367,133032.1,41739.4,41917.46,22312.,28852.859603800647,22322.62,29198.088116824998,17062.99,0.9887079885230706,0.05256238938543641,0.9459636637011138,0.9935951241606387,0.05222573380760253,0.9399048838865608,1.2512893514218928,329.03089999999975
184,651323,644808.4,46264.29,46301.82,1.397399e6,44115.510502390505,1.398298e6,44120.880066656035,9297.973,0.9805753150858455,0.04761203654097519,0.9483946297541029,0.9507791638722929,0.045268532292685446,0.9017138530985788,1.175025035024698,-7069.571
185,39391,39213.17,30540.76,30600.24,459085.,36531.10447054467,458048.88,36563.39189717263,5286.72,0.92588306428682,0.1451522629568357,0.8531874696707776,0.9994136434292619,0.14506715197369344,0.8526871975918647,0.7004240928530612,71.38092000000006
186,135104,131916.8,36746.37,36753.51,786162.,41542.028979803144,773539.16,41322.136738314584,6982.865,0.9490299946633031,0.11927275353716492,0.8787145894590072,0.9957357033657841,0.11876413913570272,0.8749674897927407,0.8925450336962806,305.8058000000001
187,766627,768678.4,44952.63,44979.02,0.,0.,0.,0.,40811.77,0.99171955397732,0.013829655464733952,0.9819003277347221,0.945751676659153,0.013079419843390554,0.9286338812672853,1.194096141039599,5419.966
188,132855,133824.7,38617.86,38491.13,578898.,38859.355060338785,576991.7100000001,38807.053795338405,7656.274,0.9489212380076324,0.09232341626524798,0.906317688680678,0.9940525223277019,0.09177432480838013,0.9009273844632408,0.9533455662358806,1373.2160000000003
189,144722,142816.9,36816.37,36764.96,1.098739e6,44770.61275982741,1.1146396400000001e6,44850.96667746106,9753.705,0.9258841215570426,0.149013297758882,0.8452412197012986,0.9969701336890983,0.148561807388126,0.8426802518051402,0.87145717647034,-318.53620000000046
190,66615,74809.89,37027.05,37260.88,1.151453e6,44366.75065034352,1.182019e6,44588.05540858819,7014.163,0.7433154894359556,0.3774058906872384,0.6201787240861323,0.9984907801457136,0.3768363022238886,0.6192427380425355,0.864170901997436,743.1113999999998
191,373956,370621.7,40647.18,40746.63,1.314706e6,41290.40908507301,1.32586233e6,41278.45780873509,8303.103,0.9459138523189549,0.11101398208898501,0.8848256457514143,0.9891411588929551,0.10980849889682039,0.8752174646567613,0.9199567349824663,2800.5339999999997
192,78744,79148.5,38214.53,38137.24,864487.,40624.56071585808,866228.8400000001,40724.308410727004,7887.187,0.9316320587250547,0.12623765790637428,0.8719867642897531,0.9984947466407653,0.12604763824774878,0.8706742032835978,0.9314462043488204,243.3721999999998
193,75809,76458.8,33792.15,33839.91,118333.,35146.850258676786,117796.10100000001,35150.29216716426,16687.81,0.9835159589216675,0.02429888061164527,0.9751767594001629,0.9928232190508662,0.02412449286818634,0.9681781294112618,0.8555173585490558,724.9232999999999
194,42690,43796.08,33539.61,33718.53,3.693856e6,50848.42549575295,3.58734637e6,50571.08902600322,3941.006,0.8434277679646215,0.268094507961135,0.7295962981484326,0.9991850678797909,0.2678760291353458,0.7290017266902858,0.7439788180876576,341.28469999999993
195,56592,60906.71,33398.41,34082.13,420538.,41217.04199187708,417844.4,41187.17158784705,9843.029,0.8911182363979273,0.14518096587202242,0.8543333562446243,0.9986082553242214,0.14497891103574564,0.8531443423447307,0.9014173282538062,188.32979999999998
196,399966,392973.7,58650.35,57943.69,6.473628e6,54471.689938335956,6.5175505e6,54770.57382297767,2000.918,0.8547757776156522,0.2793714482928667,0.7160004746937627,0.967922653245356,0.2704099534726293,0.6930330791905212,1.4853862861340215,-3144.1899999999987
197,43404,39151.24,33697.33,33667.44,469879.,34744.90731003088,481087.,34961.52547528617,2975.303,0.9129552473944632,0.2433401517145246,0.7516227444022039,0.9988867200156171,0.24306924599422414,0.750785977845054,0.7895824638216157,304.6270999999999
198,243611,242945.9,42016.77,41893.04,567404.,43365.092006788815,565813.25,43623.385453638635,13382.9,0.9513253773782558,0.09662122897325866,0.9012638917658984,0.9943510310014606,0.09607541864618795,0.8961726799818098,1.102626706372399,2284.3639999999996
199,105862,108202.8,31078.52,31397.34,1.676418e6,44699.70527330892,1.64862097e6,44544.90631577384,7165.351,0.915832584739027,0.14105205990770928,0.8567445318726417,0.9984142818058857,0.1408283910899963,0.8553859764807432,0.6773967097207474,-206.09929999999986
200,57059,57358.01,33206.35,33314.69,747336.,40200.7496845328,738121.0800000001,40085.76831404124,6222.021,0.9299368998331707,0.1300823180832105,0.8690178038119414,0.9985837857975138,0.12989809365684873,0.8677870884559695,0.779926709360596,113.6724999999999
201,24351,25994.75,29497.06,30307.94,208690.,38833.88079543821,206913.99000000002,38727.84576533129,6041.746,0.8483866934669501,0.2304336836582454,0.7682228437508296,0.9937682282558989,0.22899767353953482,0.7634354543399702,0.8308332474509029,-20.776179999999954
202,214647,220466.7,40348.5,40614.31,2.120932e6,45537.76659294122,2.17414325e6,46048.14119726959,11271.53,0.9137955981560933,0.1413879316196349,0.8565419712763442,0.9960082722726563,0.14082354949267703,0.8531228889399668,0.9272121237978238,1328.3809999999994
203,1418231,1397877,50361.52,50308.29,1.037073e6,38255.29656021322,1.08037806e6,38521.754452839035,13678.96,0.9804854075143951,0.05065634934971831,0.9399329646874729,0.9324168804595034,0.04723283523613114,0.8764093627749461,1.2212622472445962,-12774.229999999996
204,206186,211780.5,36894.81,37000.7,308815.,41468.54840927416,300421.1,41521.39804859579,14884.58,0.9291082040131173,0.1126383006220546,0.8855704457625765,0.9948760988247717,0.11206115310112154,0.8810328703147862,0.921567414118842,496.08919999999944
205,391714,391521.2,36154.34,36036.32,971105.,44853.573334726934,981390.4079999999,44798.21234480172,13504.71,0.9498029736320791,0.09730879012908017,0.8996137729870284,0.9843836221594334,0.09578917929521606,0.8855650643974853,0.8772244545583765,797.8189999999995
206,55111,53965.45,38242.16,38141.59,136252.,36826.62728605819,136854.21999999997,36863.30203141489,7027.145,0.9425135897134186,0.12712316289834094,0.8695839537943671,0.9961337981205175,0.1266316790870176,0.8662219666778396,1.0518572636832775,-458.9332999999999
207,16989,16941.17,41124.55,41107.23,0.,0.,0.,0.,16746.15,0.9964978806068295,0.009780852132353735,0.9901184828319802,0.9991720866851875,0.009772754434643148,0.9892987505568017,1.3044556217520757,521.074
208,32245,33089.89,30815.2,31375.61,393308.,42793.24999999999,392509.9,42771.83999999999,30425.57,0.9063085431834317,0.15669360763733922,0.8427507704432572,0.9983905571988798,0.15644141823854577,0.8413944112826288,0.8542562015570029,-27.207970000000046
209,123252,120935.7,35397.35,35395.78,404425.,34657.51514950857,414981.27,34897.34679164893,10361.06,0.9576039167921465,0.09870592407310916,0.899127803442591,0.9980728300044764,0.09851570097785503,0.8973950313176554,0.8279311655935602,247.33719999999994
210,27877,28119.83,38081.68,38030.93,103288.,39495.62296394548,101856.758,39452.83024749266,12888.02,0.9600559462841701,0.06903125016384197,0.9295860734158239,0.9979046316437697,0.06888660426665764,0.9276382481731961,1.1115152753060982,-238.44299999999998
211,461341,517308.4,43099.8,46211.34,1.619082e6,51571.46648461288,1.6243351e6,51511.32890429382,15959.12,0.7853634311756778,0.3043692288587386,0.6893628213432007,0.9760500172062347,0.29707959106462023,0.6728525936333696,1.1312563808388583,2139.226999999999
212,74726,78354.63,34745.63,35765.57,1.432356e6,41081.47735970667,1.43303396e6,41066.58007593624,7348.066,0.8473906392002616,0.2463439449216428,0.7525705756536553,0.99832694978675,0.2459317991320588,0.7513114872915722,0.8068594105806979,-223.26630000000023
213,57478,64122.4,38758.66,39949.09,2.481274e6,45106.53640070384,2.51244884e6,45074.23404142673,1502.562,0.7477605329806745,0.3742161741936656,0.6235158867158189,0.9982305467983525,0.3735540161861304,0.6224126045337915,0.8648645580361551,297.32069999999976
214,513611,505155.3,44219.75,44290.99,1.259826e6,43752.652986031404,1.26359335e6,43684.83339052789,10489.12,0.9688822427479232,0.07541881852060034,0.9205565506337141,0.9791118606400309,0.07384345972897782,0.9013278371153446,1.1051547226710166,5021.739999999998
215,353190,353738.8,37591.89,37725.52,506746.,38448.48118816922,540095.37,38802.87828409731,14136.46,0.9638880439465504,0.06924775734313106,0.928627756412664,0.9941863583739433,0.06884517569852996,0.9232290474328717,0.8824985558040579,3613.6820000000007
216,127015,127593.2,40967.3,41306.41,866583.,45175.184958001715,862863.68,45094.65724980566,9049.977,0.9113565613214496,0.16435029118577985,0.833705092359994,0.9935596908081841,0.16329182449477844,0.8283357737904042,1.0130173162156817,1405.0340000000006
217,87058,95755.19,37301.09,38146.16,1.333559e6,38864.10338872896,1.322226822e6,39002.804951358776,3596.677,0.8194815341079684,0.2604337011521114,0.7382022113603681,0.997725591289052,0.25984136847358663,0.7365232378204091,0.857129927312342,-221.59400000000005
218,1566308,1497331,75649.14,74190.13,0.,0.,0.,0.,16587.77,0.9307955288443237,0.16693686728017176,0.8204765266232117,0.7515665487145103,0.12546416519497097,0.6166427114154762,2.1852571527441125,-9062.376000000004
219,147969,197933.9,44112.02,50129.82,4.582059e6,64304.9997506754,4.3426294e6,64096.1034164861,3595.011,0.6413211683294271,0.4459265196695122,0.549468785267437,0.9938029519164693,0.44316309158539874,0.5460637007847355,1.0507745872821415,-695.1792999999998
220,168761,172648.3,38230.46,38113.81,1.154704e6,40485.605807081294,1.14054199e6,40333.07326169395,9152.932,0.9109756655582477,0.15021561098308356,0.8481177352421079,0.9956630580602873,0.14956413459981147,0.8444394978663222,0.9193531543210017,-524.2497000000003
221,156234,191017,38211.39,42192.56,1.827464e6,48573.337229543235,1.7797396900000002e6,48384.75749589429,6307.757,0.6701482067041153,0.4471905300621709,0.5483714001945866,0.9930262465940504,0.44407193358004143,0.5445471932747543,0.9242115364638003,765.7064999999993
222,99151,99455.81,34539.12,34993.21,2.148306e6,46199.73632529537,2.1540495900000003e6,46169.54153396338,5214.83,0.9037496150300319,0.1768305934984915,0.8187744360209797,0.9982195739976613,0.1765157597118178,0.8173166687250377,0.7770889986620098,337.2939000000001
223,508166,481685.5,44986.96,44848.41,688586.,40370.47676235067,723030.0599999999,40636.43573830665,14049.19,0.9687746465276617,0.10418233066555609,0.8870229395894742,0.9780842215800343,0.10189909379141415,0.8675831413920047,1.1165092964766994,1355.2570000000014
224,153912,149303.1,41001.52,41175.12,938569.,43232.38393648203,944893.92,43284.55294793769,6054.74,0.9464204025234573,0.12940471413144852,0.8681037009008785,0.9933697774281499,0.12854673207491038,0.8623479801484589,0.9680094647280422,460.14959999999974
225,69814,70607.51,38235.96,38520.47,144140.,36929.86239392257,142861.75,36943.91584917026,11074.23,0.910081661285039,0.16105656752001724,0.8373052216039825,0.9986182745395847,0.16083403156010773,0.8361482956611536,0.9522275813744023,161.79599999999982
226,25171,25120.11,29951.05,30793.21,1.555803e6,42574.78328679788,1.5632318029999998e6,42505.44789226451,9859.871,0.8726645703382668,0.23949119476006311,0.7598818845343567,0.9993898368499985,0.2393450660582707,0.7594182326100601,0.703985704894109,216.7264
227,99485,101679.6,34236.46,34305.28,7960.,35052.64,7689.857,34789.65,22724.73,0.9515747504907572,0.0744658286828173,0.924931316857738,0.9869212326399169,0.07349190743319893,0.9128343553405004,0.9431146642293194,125.89669999999978
228,44173,46759.34,26993.66,28120.22,1.523471e6,43943.62959636908,1.5058591900000002e6,43695.34371851235,3933.274,0.8661067500097308,0.20453245006913645,0.793836630947461,0.9995596669328105,0.20444238766805772,0.7934870784289085,0.5642248902519278,255.42139999999995
229,236344,233266.2,45269.61,45144.34,1.218814e6,42448.28431125668,1.23741594e6,42538.76910019989,6625.168,0.9515116206291352,0.1048867114039896,0.8923498313265398,0.9823178703368894,0.103032090973007,0.876571185904169,1.109188057661416,827.2600000000002
230,139782,140818.2,38864.95,38938.9,180093.,38303.884841942774,187837.93000000002,38753.96599552338,8767.28,0.9426302850057734,0.10363504957602636,0.8944005226382179,0.9941610002123659,0.10302992454356048,0.8891781181764735,0.9689637601946748,458.2402000000002
231,668985,735843.8,45858.92,47467.9,7.490296e6,58333.745424386434,7.541772e6,60269.73762029984,7074.391,0.8401872788763048,0.22236103184690711,0.7730262766657722,0.9847439000523834,0.21896866972059556,0.7612329105268253,1.0411547694291912,3843.8309999999983
232,2463761,2441798,54542.88,54395.3,540863.,41155.84537539081,566766.32,42061.67230533036,12563.96,0.9632766510579499,0.07638857266788578,0.9065504304221382,0.8044709824892259,0.061452390105083694,0.7292935154377281,1.3059837662600295,14959.26999999999
233,365915,376280,43714.13,43762.15,1.997638e6,47530.62338472736,1.9440452e6,47440.570583943205,9927.688,0.9091636547252046,0.14803087775078455,0.8480900631637734,0.9841545038100746,0.14568525504139318,0.8346516552991983,1.0866589419744965,1033.048999999999
234,50775,49926.79,41733.89,41765.87,32311.,30865.708967843766,33684.607,31331.06931884495,34725.27,0.9890623851443282,0.03770703613426487,0.9616279689403672,0.9970383482246669,0.037595361023755276,0.958779961758945,1.3892912780259044,517.7937999999999
235,153054,148744.9,41470.81,41200.17,606095.,39123.6874131118,616565.52,39359.02847820585,9072.098,0.9242932026577045,0.16787456678613671,0.8295008348856769,0.9972151444595092,0.16740706036871486,0.8271907948898038,1.0093621582331669,458.70830000000024
236,415591,468263.3,42452.2,45107.05,901976.,41894.827999237226,905495.85,41997.57846917752,7538.02,0.8248944557474395,0.23282451841436902,0.7645437232324958,0.9824569065771992,0.22874005613670714,0.7511312612700122,0.9657583983776488,1891.6670000000013
237,1012987,1006191,44775.99,44644.38,1.22168e6,41121.801932879316,1.2467769e6,41289.9811475758,9981.972,0.9290234160313499,0.14071923652823856,0.8520960630719233,0.893568711383627,0.12574230685142596,0.7614063810542403,1.0992135165040755,10479.190000000002
238,202191,197927.8,34476.18,34531.11,574843.,41207.01337530421,579344.3,41129.38503557038,7463.313,0.9620179681681907,0.09290479937695056,0.9049060053255823,0.9936455609926222,0.09231444149581707,0.899155835307331,0.8273078123754312,-544.5162
239,376623,396312.1,42967.53,44465.53,3.095505e6,57712.67406993043,3.09727392e6,57878.118489153785,4775.2,0.895148041152415,0.15649021690882903,0.8412071134903399,0.9809987441475253,0.1535167062589351,0.8252231219019883,1.031557741434108,1299.2580000000016
240,265728,260539.3,41365.22,41257.72,422781.,33140.936653231816,431837.4600000001,33555.95129409639,8192.285,0.9794341966835715,0.0579308081145635,0.939140861920372,0.9796714532698734,0.056753158974692595,0.9200494930226524,1.0208181058179735,638.7060999999994
241,41257,41503.46,35966.04,36196.38,143841.,37133.38026098262,143806.44999999998,37091.825351899024,6801.309,0.922905704729196,0.1410654610471089,0.856630130807255,0.997807081532411,0.14075611599243976,0.8547516107735147,0.9821849515760446,-334.9533999999999
