vector_number,hat_w,hatL,hatR,hatv,diag_hat_λ,diag_hat_pi,hatP,hatQ,real_v,var_hatB,L,R,A,w,s_i,lambda_nn_given_n
1045,1.0014080671030907,1.0020910438398358,1.0020053724813105,0.9972625730716242,0.9849661957966818,1.002151243443728,1.0014281195598047,0.999262456,0.995840394,2.919583049815211e-5,28601,27658.99,1.6132838793221829,52548.93,0.18145045771065588,0.63493234
1047,1.0014613105875885,0.9918526888939468,0.9942638181968536,1.0023447097916955,0.9885379083550769,0.9918972530101159,1.0014763089740426,0.9965950783069084,1.000867120679612,-0.003457604,21121,20560.31,0.9018205427823668,33819.28,0.14642635478369706,0.8871998
1049,1.0016416427656578,0.9905935652976674,0.9957459136158614,1.0025641276385637,0.9872793093434842,0.9895168928290338,1.0012786176826622,0.9982991332339507,1.0012838683790897,-0.002608427,36498,39879.15,0.741042325,30713.85,0.11236121896972157,0.7795205
1051,1.0016486774359916,0.988926964,1.0064623576959806,1.0069010857008074,0.9677091506663535,0.9880622788183883,1.0013566562516878,1.0134080406810773,1.0055369177550322,0.00707107,27555,46354.68,0.7741845894772422,31136.35,0.2140166170267397,0.40758806
1053,1.0013414565028846,0.9931818391957128,0.9959167674496249,1.001649345661724,0.9865520374348455,0.9940847349690285,1.0016448024759188,0.997559378,1.0000045357254328,-0.002324196,17497,16607.42,0.9487685307189168,34823.23,0.1246212908407444,0.82616615
1055,1.0016170445105734,0.9921904411666307,0.995926342,1.0024118583706336,0.9870046142673181,0.9914219194489201,1.0013583699487691,0.998328375,1.001052059336078,-0.002478794,49698,53860.16,0.8437745936412385,34001.25,0.15552530790888633,0.7778405
1057,1.0014477466179583,0.9880694528895736,0.9967445712821563,1.0050978441932552,0.9816693237280579,0.9881481100759267,1.0014743199766256,1.0018258198070258,1.0036181898470589,-0.000564177,7581,9425.252,0.6733986744000021,27618.39,0.10123687107056607,0.61781514
1059,1.001473274537191,0.9919440351041524,0.9970792875580339,1.002745296709671,0.9843717631658468,0.9919374935965444,1.0014710730825345,0.9998165660454481,1.0012723519044984,-0.001314126,15082,17020.97,0.7658319709486362,30511.4,0.12069527659786783,0.659501
1061,1.0014047607718684,0.9839808599876201,0.9993033131693438,1.0046143184372625,0.9786396173195588,0.9844703894061311,1.001570799170401,1.0039144168717187,1.0030387460071544,0.00118625,10140,15110.85,0.7325786060086612,28683.33,0.097361542,0.546611
1063,1.0014338214538885,0.9903540461968625,0.9988415420525515,1.004090923637013,0.98016031,0.9905291888426278,1.0014928520034048,1.0029277265265648,1.0025941988786151,0.000560281,3519,3925.201,0.8629950637897992,32605,0.12402817415805407,0.63526416
1065,1.0014563616145848,0.9839379578465675,1.000193902069162,1.0044939226726153,0.9779734676858072,0.984023561,1.0014854032465461,1.004688696122682,1.0030040571897667,0.001675031,5637,8214.945,0.8468705466944016,32284.19,0.11309498459134068,0.5690538
1067,1.0014497906682611,0.9917692827283862,1.0001683315323293,1.003648084,0.9791830644174008,0.9917125564329203,1.0014306969735085,1.0038170296032964,1.002214219133279,0.001301525,6517,9365.866,0.8327556913761958,31808.65,0.15430874609837944,0.5075644
1069,1.0013397688377081,0.9982303155889891,0.9939284747307968,1.002059931764927,0.9888716161176876,0.9987648662020078,1.0015184755157545,0.9959758995679603,1.0005406353076949,-0.003674743,64815,55596.41,1.043643137,37917.27,0.17864782204919283,0.878054
1071,1.001590061605394,0.9868844306123401,0.9964197052752787,1.005701216,0.982139853,0.9859884456716576,1.0012868578039609,1.0021005088530162,1.0044086844559519,-0.000794909,25841,30069.15,0.7803195452711115,31813.67,0.12466512778648822,0.73272383
1073,1.0013125179964104,1.0024030533505273,0.9957106912443909,1.0004830283354125,0.9890773511068773,1.0021359657017743,1.0012235777371485,0.9961916477221351,0.9992603556106722,-0.003215282,480773,396507.9,1.5045735616936868,52415.49,0.28181059128075936,0.91166794
1075,1.001439880583838,0.9893468836217427,0.9972244665905974,1.003266298427766,0.9833582332760059,0.9894979016866521,1.001490832655004,1.0004816992979522,1.0017728227906542,-0.000946599,5960,7470.531,0.7784531826219289,30563.59,0.099961924,0.6178681
1077,1.0014988877874962,0.9943384910003235,0.9963311895938618,1.0039772728382916,0.9838570401778712,0.9942191870345808,1.0014588318209603,1.0002938705721762,1.0025147723873502,-0.001379621,45562,49863.16,0.7502676825394522,30353.28,0.20155648481069485,0.7266891
1079,1.001537394,0.9855899871983402,1.002139166,1.0047076443888558,0.9755122879854397,0.9853370488336752,1.0014517094218116,1.0068568804140123,1.0032512151473825,0.003042401,12211,19818.07,0.7884903546478237,31556.22,0.1280320421198147,0.4517688
1081,1.0016198739555977,0.9954027573379584,0.9977384338193378,1.003562543495186,0.9832852578358837,0.9944109947731058,1.0012871111006545,1.001292920386638,1.0022725074249985,-0.000749151,68359,77290.41,0.868927619,34315.6,0.28172732980266707,0.72139955
1083,1.0015710352431264,0.9911504272156922,1.0018680857365023,1.0083997665196076,0.9713493601545014,0.9906301246596276,1.0013957469555663,1.0102835437401352,1.0069942573506376,0.004365539,41310,48983.85,0.8960989829228813,35416.34,0.21259674054799788,0.59031653
1085,1.0014607112244036,0.997469297,1.005909732382704,1.004613367898149,0.9706805511040932,0.9972367286283971,1.0013828721371472,1.010550364050514,1.0032260345676847,0.005827178,5342,6352.999,1.0084515666264788,37024.15,0.17178315551318155,0.44034743
1087,1.0015689160329662,0.9990305627595467,1.0043391304107243,1.0038134756037538,0.9742511804469699,0.998186952,1.0012869186687805,1.0081691531824408,1.0025233096406896,0.004141048,8712,10214.58,0.8385152998618097,32726.01,0.22890614145456123,0.5368145
1089,1.0013287325040454,1.005797650182878,0.9938001523916012,1.0006856000274162,0.9916551982896241,1.0050643383915958,1.0010853221484353,0.9944815018033272,0.9996007112359202,-0.004567419,222080,185260.6,1.4510513385553596,52085.09,0.33430926458908633,0.95543915
1091,1.0014117464565082,0.9958501346246743,0.9960013457393782,1.0013303974455028,0.9873649083047042,0.996121195,1.0015025961287294,0.9973264233854672,0.9998280596736422,-0.002562126,10383,10729.17,0.9981664843652084,36060.39,0.16355383610625818,0.7392742
1093,1.001458519738345,0.9926077589750183,0.995834571,1.0016067766130117,0.987423478,0.9926662627242477,1.001478194487859,0.9974346551868237,1.000128392336309,-0.002639162,15975,15746.17,0.8089303644494793,31640.63,0.093130818,0.7268283
1095,1.0015882237289988,0.9904815306568737,0.9964447720291676,1.0072858764906418,0.9798320273042872,0.989929238,1.0014020272860518,1.0037047455679178,1.005875611437033,-4.87E-05,46986,46779.61,0.7936534744167317,32403.95,0.14573427070141126,0.739164
